date,product_id,quantity,lag_1,lag_2,lag_3,lag_7,rolling_mean_7,rolling_std_7,diff_1,day_of_week,month,is_weekend,is_black_friday_month
2096,2017-08-12,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,1,0
2106,2017-08-13,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,8,1,0
2116,2017-08-14,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,0
2126,2017-08-15,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0,0
2136,2017-08-16,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,0,0
2146,2017-08-17,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,0,0
2156,2017-08-18,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,0,0
2166,2017-08-19,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,1,0
2176,2017-08-20,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,8,1,0
2186,2017-08-21,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,0
2196,2017-08-22,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0,0
2206,2017-08-23,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,0,0
2216,2017-08-24,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,0,0
2226,2017-08-25,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,0,0
2236,2017-08-26,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,1,0
2246,2017-08-27,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,8,1,0
2256,2017-08-28,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,0
2266,2017-08-29,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0,0
2276,2017-08-30,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,0,0
2286,2017-08-31,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,0,0
2296,2017-09-01,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9,0,0
2306,2017-09-02,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,1,0
2316,2017-09-03,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,9,1,0
2326,2017-09-04,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,0
2336,2017-09-05,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,0,0
2346,2017-09-06,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9,0,0
2356,2017-09-07,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,0,0
2366,2017-09-08,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9,0,0
2376,2017-09-09,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,1,0
2386,2017-09-10,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,9,1,0
2396,2017-09-11,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,0
2406,2017-09-12,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,0,0
2416,2017-09-13,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9,0,0
2426,2017-09-14,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,0,0
2436,2017-09-15,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9,0,0
2446,2017-09-16,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,1,0
2456,2017-09-17,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,9,1,0
2466,2017-09-18,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,0
2476,2017-09-19,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,0,0
2486,2017-09-20,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9,0,0
2496,2017-09-21,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,0,0
2506,2017-09-22,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9,0,0
2516,2017-09-23,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,1,0
2526,2017-09-24,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,9,1,0
2536,2017-09-25,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,0
2546,2017-09-26,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,0,0
2556,2017-09-27,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9,0,0
2566,2017-09-28,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,0,0
2576,2017-09-29,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9,0,0
2586,2017-09-30,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,1,0
2596,2017-10-01,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,10,1,0
2606,2017-10-02,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0
2616,2017-10-03,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0,0
2626,2017-10-04,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,0,0
2636,2017-10-05,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,0,0
2646,2017-10-06,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,0,0
2656,2017-10-07,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,10,1,0
2666,2017-10-08,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,10,1,0
2676,2017-10-09,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0
2686,2017-10-10,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0,0
2696,2017-10-11,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,0,0
2706,2017-10-12,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,0,0
2716,2017-10-13,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,0,0
2726,2017-10-14,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,10,1,0
2736,2017-10-15,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,10,1,0
2746,2017-10-16,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0
2756,2017-10-17,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0,0
2766,2017-10-18,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,0,0
2776,2017-10-19,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,0,0
2786,2017-10-20,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,0,0
2796,2017-10-21,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,10,1,0
2806,2017-10-22,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,10,1,0
2816,2017-10-23,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0
2826,2017-10-24,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0,0
2836,2017-10-25,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,0,0
2846,2017-10-26,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,0,0
2856,2017-10-27,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,0,0
2866,2017-10-28,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,10,1,0
2876,2017-10-29,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,10,1,0
2886,2017-10-30,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0
2896,2017-10-31,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0,0
2906,2017-11-01,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,11,0,1
2916,2017-11-02,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1
2926,2017-11-03,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,11,0,1
2936,2017-11-04,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,11,1,1
2946,2017-11-05,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,11,1,1
2956,2017-11-06,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,1
2966,2017-11-07,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0,1
2976,2017-11-08,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,11,0,1
2986,2017-11-09,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1
2996,2017-11-10,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,11,0,1
3006,2017-11-11,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,11,1,1
3016,2017-11-12,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,11,1,1
3026,2017-11-13,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,1
3036,2017-11-14,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0,1
3046,2017-11-15,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,11,0,1
3056,2017-11-16,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1
3066,2017-11-17,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,11,0,1
3076,2017-11-18,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,11,1,1
3086,2017-11-19,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,11,1,1
3096,2017-11-20,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,1
3106,2017-11-21,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0,1
3116,2017-11-22,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,11,0,1
3126,2017-11-23,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1
3136,2017-11-24,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,11,0,1
3146,2017-11-25,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,11,1,1
3156,2017-11-26,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,11,1,1
3166,2017-11-27,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,1
3176,2017-11-28,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0,1
3186,2017-11-29,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,11,0,1
3196,2017-11-30,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1
3206,2017-12-01,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,12,0,0
3216,2017-12-02,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,12,1,0
3226,2017-12-03,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,12,1,0
3236,2017-12-04,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,0
3246,2017-12-05,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,0,0
3256,2017-12-06,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12,0,0
3266,2017-12-07,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,0,0
3276,2017-12-08,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,12,0,0
3286,2017-12-09,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,12,1,0
3296,2017-12-10,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,12,1,0
3306,2017-12-11,25c38557cf793876c5abdd5931f922db,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,1.0,0,12,0,0
3316,2017-12-12,25c38557cf793876c5abdd5931f922db,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,-1.0,1,12,0,0
3326,2017-12-13,25c38557cf793876c5abdd5931f922db,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,2,12,0,0
3336,2017-12-14,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.37796447300922725,0.0,3,12,0,0
3346,2017-12-15,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,4,12,0,0
3356,2017-12-16,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,5,12,1,0
3366,2017-12-17,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,6,12,1,0
3376,2017-12-18,25c38557cf793876c5abdd5931f922db,1.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.37796447300922725,1.0,0,12,0,0
3386,2017-12-19,25c38557cf793876c5abdd5931f922db,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,-1.0,1,12,0,0
3396,2017-12-20,25c38557cf793876c5abdd5931f922db,1.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.4879500364742666,1.0,2,12,0,0
3406,2017-12-21,25c38557cf793876c5abdd5931f922db,0.0,1.0,0.0,1.0,0.0,0.2857142857142857,0.48795003647426666,-1.0,3,12,0,0
3416,2017-12-22,25c38557cf793876c5abdd5931f922db,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.48795003647426666,0.0,4,12,0,0
3426,2017-12-23,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.48795003647426666,0.0,5,12,1,0
3436,2017-12-24,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.48795003647426666,0.0,6,12,1,0
3446,2017-12-25,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.3779644730092273,0.0,0,12,0,0
3456,2017-12-26,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092273,0.0,1,12,0,0
3466,2017-12-27,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,12,0,0
3476,2017-12-28,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,0,0
3486,2017-12-29,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,12,0,0
3496,2017-12-30,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,12,1,0
3506,2017-12-31,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,12,1,0
3516,2018-01-01,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
3526,2018-01-02,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
3536,2018-01-03,25c38557cf793876c5abdd5931f922db,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,1.0,2,1,0,0
3546,2018-01-04,25c38557cf793876c5abdd5931f922db,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,-1.0,3,1,0,0
3556,2018-01-05,25c38557cf793876c5abdd5931f922db,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,4,1,0,0
3566,2018-01-06,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.37796447300922725,0.0,5,1,1,0
3576,2018-01-07,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,6,1,1,0
3586,2018-01-08,25c38557cf793876c5abdd5931f922db,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.4879500364742666,1.0,0,1,0,0
3596,2018-01-09,25c38557cf793876c5abdd5931f922db,0.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.48795003647426666,-1.0,1,1,0,0
3606,2018-01-10,25c38557cf793876c5abdd5931f922db,0.0,0.0,1.0,0.0,1.0,0.14285714285714285,0.3779644730092273,0.0,2,1,0,0
3616,2018-01-11,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.3779644730092273,0.0,3,1,0,0
3626,2018-01-12,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092273,0.0,4,1,0,0
3636,2018-01-13,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092273,0.0,5,1,1,0
3646,2018-01-14,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092273,0.0,6,1,1,0
3656,2018-01-15,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0
3666,2018-01-16,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
3676,2018-01-17,25c38557cf793876c5abdd5931f922db,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,1.0,2,1,0,0
3686,2018-01-18,25c38557cf793876c5abdd5931f922db,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,-1.0,3,1,0,0
3696,2018-01-19,25c38557cf793876c5abdd5931f922db,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,4,1,0,0
3706,2018-01-20,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.37796447300922725,0.0,5,1,1,0
3716,2018-01-21,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,6,1,1,0
3726,2018-01-22,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,0,1,0,0
3736,2018-01-23,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,1,1,0,0
3746,2018-01-24,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,0,0
3756,2018-01-25,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0
3766,2018-01-26,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0
3776,2018-01-27,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0
3786,2018-01-28,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1,0
3796,2018-01-29,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
3806,2018-01-30,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
3816,2018-01-31,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0
3826,2018-02-01,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0
3836,2018-02-02,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0
3846,2018-02-03,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,0
3856,2018-02-04,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,0
3866,2018-02-05,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0
3876,2018-02-06,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0
3886,2018-02-07,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0
3896,2018-02-08,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0
3906,2018-02-09,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0
3916,2018-02-10,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,0
3926,2018-02-11,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,0
3936,2018-02-12,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0
3946,2018-02-13,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0
3956,2018-02-14,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0
3966,2018-02-15,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0
3976,2018-02-16,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0
3986,2018-02-17,25c38557cf793876c5abdd5931f922db,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,1.0,5,2,1,0
3996,2018-02-18,25c38557cf793876c5abdd5931f922db,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,-1.0,6,2,1,0
4006,2018-02-19,25c38557cf793876c5abdd5931f922db,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,0,2,0,0
4016,2018-02-20,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.37796447300922725,0.0,1,2,0,0
4026,2018-02-21,25c38557cf793876c5abdd5931f922db,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,2,2,0,0
4036,2018-02-22,25c38557cf793876c5abdd5931f922db,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.4879500364742666,1.0,3,2,0,0
